,book title,ratings,avg_score,author,score,votes
1098,"Berrr's Vow (Zorn Warriors, #4)","7,663",4.11,Laurann Dohner,"328,",5
1099,"Cowgirl Up and Ride (Rough Riders, #3)","12,798",4.26,Lorelei James,"327,",6
1100,"The Keeping (Law of the Lycans, #2)","16,239",4.17,Nicky Charles,"327,",5
1101,"Oceans of Fire (Drake Sisters, #3)","12,741",4.27,Christine Feehan,"326,",4
1102,Aussie Rules,"1,835",3.74,Jill Shalvis,"326,",6
1103,"Born in Sin (Brotherhood of the Sword, #3; MacAllister, #2)","9,575",4.21,Kinley MacGregor,"326,",5
1104,Player's Ultimatum (Hands Off #1),"1,162",3.79,Koko Brown,"325,",4
1105,"Reflected in You (Crossfire, #2)","339,076",4.31,Sylvia Day,"325,",5
1106,"Sweet Home (Sweet Home, #1)","38,637",3.97,Tillie Cole,"324,",6
1107,"Fate (Fate, #1)","4,955",4.07,Elizabeth Reyes,"322,",4
1108,"Heir of Fire (Throne of Glass, #3)","521,409",4.46,Sarah J. Maas,"322,",4
1109,"At Grave's End (Night Huntress, #3)","87,663",4.29,Jeaniene Frost,"322,",5
1110,"Timeless (Timeless, #1)","10,208",3.84,Alexandra Monir,"321,",4
1111,"Hard Evidence (I-Team, #2)","10,791",4.15,Pamela Clare,"321,",5
1112,"Long Shot (Hoops, #1)","31,641",4.21,Kennedy Ryan,"321,",4
1113,"Embrace (The Violet Eden Chapters, #1)",avg,really,Jessica Shirvington,"320,",5
1114,What Price Paradise,"8,790",3.93,Katherine Allred,"320,",4
1115,"Captive Prince (Captive Prince, #1)","82,750",3.81,C.S. Pacat,"320,",4
1116,Running Barefoot,"14,563",4.28,Amy Harmon,"319,",4
1117,"Second Chance (Last Chance Rescue, #5)","2,349",4.24,Christy Reece,"318,",4
1118,Three Wishes,"12,887",4.12,Kristen Ashley,"318,",5
1119,"Faking It (Losing It, #2)","34,598",3.93,Cora Carmack,"318,",7
1120,Before We Were Strangers,"68,525",4.18,Renee Carlino,"318,",4
1121,Someone Else's Ocean,"8,381",4.23,Kate  Stewart,"318,",4
1122,"Queen of Shadows (Throne of Glass, #4)","454,873",4.56,Sarah J. Maas,"318,",4
1123,"Scandalous (Scandalous, #1)","7,421",3.84,Ella Steele,"316,",4
1124,"Awakening (The Watchers, #1)","6,489",3.68,Karice Bolton,"316,",5
1125,"Son of the Shadows (Sevenwaters, #2)","30,408",4.33,Juliet Marillier,"315,",4
1126,"Corazón Salvaje (Corazón Salvaje, #1)",395,4.04,Caridad Bravo Adams,"315,",4
1127,The Reader,"196,860",3.77,Bernhard Schlink,"314,",4
1128,"Blindfolded Innocence (Innocence, #1)","16,008",3.83,Alessandra Torre,"314,",4
1129,We Were Liars,"992,331",3.71,E. Lockhart,"314,",4
1130,"Sustained (The Legal Briefs, #2)","31,152",4.26,Emma Chase,"313,",6
1131,"Night Embrace (Dark-Hunter, #2)","58,854",4.23,Sherrilyn Kenyon,"313,",4
1132,"Branded (Fall of Angels, #1)","16,746",3.71,Keary Taylor,"312,",4
1133,A Room with a View,"172,893",3.90,E.M. Forster,"311,",5
1134,"This Girl (Slammed, #3)","96,218",3.99,Colleen Hoover,"311,",5
1135,"Summer Breeze (Coulter Historicals, #2)","3,485",4.15,Catherine Anderson,"310,",4
1136,"Beauty from Pain (Beauty, #1)","55,673",4.22,Georgia Cates,"310,",6
1137,Wait for It,"75,549",4.31,Mariana Zapata,"310,",4
1138,"The Hook Up (Game On, #1)","54,404",3.96,Kristen Callihan,"310,",4
1139,"Try Me (One Night with Sole Regret, #1)","23,315",3.87,Olivia Cunning,"309,",5
1140,P.S. I Like You,"55,955",4.05,Kasie West,"309,",4
1141,Cruel Beauty,"87,604",3.66,Rosamund Hodge,"308,",4
1142,"A Night to Surrender (Spindle Cove, #1)","25,586",3.75,Tessa Dare,"304,",6
1143,Too Good to Be True,"20,067",3.89,Kristan Higgins,"304,",5
1144,Desire,"6,667",3.93,Amanda Quick,"304,",4
1145,"Blue Dahlia (In the Garden, #1)","70,829",4.12,Nora Roberts,"304,",5
1146,"Master of Crows (Master of Crows, #1)","17,078",3.94,Grace Draven,"303,",4
1147,"Drive (The Bittersweet Symphony Duet, #1)","22,506",4.46,Kate  Stewart,"303,",4
1148,The History of Love,"131,859",3.92,Nicole Krauss,"302,",4
1149,"Into the Dreaming (Highlander, #8)","16,615",3.95,Karen Marie Moning,"301,",4
1150,"Bad Boys Do (Donovan Brothers Brewery, #2)","8,227",3.95,Victoria Dahl,"300,",5
1151,"The Duke (Knight Miscellany, #1)",avg,really,Gaelen Foley,"300,",4
1152,To Be Sung Underwater,"5,449",3.81,Tom McNeal,"300,",3
1153,"Wilde Ride (Ride, #1)","4,919",3.68,Maegan Lynn Moores,"300,",4
1154,"Acclamation (Acclamation, #1)",453,4.15,Vee Hoffman,"300,",3
1155,Safe & Sound,246,3.89,T.S. Krupa,"300,",3
1156,Rendezvous With Hymera,25,4.28,Melinda De Ross,"300,",3
1157,"A Second Chance (Bradford, #1)",67,3.81,Christina Paul,"300,",3
1158,Dancing Barefoot,94,4.24,Amber Lea Easton,"300,",3
1159,An Interrupted Love Story (Can You Mend It? #1),69,3.72,Billy Wood-Smith,"300,",3
1160,Meet Me at the Gates,29,4.21,Kelly Wyre,"300,",3
1161,"Charcoal Tears (Seraph Black, #1)","11,617",4.07,Jane Washington,"300,",3
1162,When We Collide,"8,953",4.08,A.L. Jackson,"300,",4
1163,Calm Before The Storm,63,3.67,N.J. Kuhr,"300,",3
1164,The Shack by the Bay,186,4.20,Rhonda  Forrest,"300,",3
1165,A Sense of Belonging,"1,528",3.88,Laura Branchflower,"300,",3
1166,Margaret's Dove,23,4.52,Gary J. Gemme,"300,",3
1167,"Broken Circle (Gray Ghost, #1)",282,4.39,Amy McKinley,"300,",3
1168,"Beauty and the Beastly Earl (A Fairytale Retelling, #2)",79,4.16,Regina James,"300,",3
1169,Arjun's Jenny,92,4.54,Payal Dedhia,"300,",3
1170,The Afternoon When She Died,24,4.38,Maria Johnsen,"299,",3
1171,The Love Story That Shouldn't Have Been,103,3.85,Melissa Grijalva,"299,",3
1172,Moment,36,3.89,Lisa Terry,"299,",3
1173,"Unraveled (Whiskey Sharp, #1)","1,620",3.79,Lauren Dane,"299,",3
1174,"I Adore You (Adore, #1)",13,3.92,J.M. Buckley,"299,",3
1175,Love Letters,846,3.87,Bryan Mooney,"298,",3
1176,"Churning Waters (The Churning Waters Saga, #1)",62,4.53,Meredith T. Taylor,"298,",3
1177,"Speak Easy, Anne",25,3.80,Brandy D. Anderson,"298,",3
1178,Liberty Belle,35,3.91,Max Cummings,"298,",3
1179,"Finding You (Destination Love, #3)","1,563",4.13,Jo Watson,"298,",3
1180,Hope's Chance,"3,218",3.96,Jennifer Foor,"297,",3
1181,Scarred - An American Warrior's Tale,35,4.06,Max Cummings,"297,",3
1182,Kyland,"21,701",4.31,Mia Sheridan,"297,",5
1183,Wake,999,4.18,Abria Mattina,"296,",3
1184,"The Rake (Davenport, #2)","7,642",4.05,Mary Jo Putney,"296,",5
1185,Undertow,"3,275",4.04,Elizabeth O'Roark,"296,",3
1186,"Awakening (The Keeper, #1)",451,3.73,O.L. Ramos,"296,",3
1187,Don't Close Your Eyes,478,3.65,Lynessa James,"296,",3
1188,"Road to Nowhere (Road to Nowhere, #1)","5,933",4.08,M. Robinson,"296,",3
1189,Flights of Angels,610,4.45,Cindy Brandner,"296,",3
1190,Memoirs of the Senator's Wife,107,3.73,S.M. Ford,"296,",3
1191,"Dead as a Doornail (Sookie Stackhouse, #5)",avg,really,Charlaine Harris,"296,",5
1192,"Strictly Professional (Strictly Professional, #1)",274,3.77,Sherri Hayes,"295,",3
1193,Bad For Me,135,4.25,Cheryl F.M.,"295,",3
1194,"The Wrath and the Dawn (The Wrath and the Dawn, #1)","164,550",4.07,Renée Ahdieh,"295,",4
1195,"From This Moment On (San Francisco Sullivans, #2; The Sullivans, #2)","16,736",4.10,Bella Andre,"294,",4
1196,"Rocked Under (Rocked, #1)","14,621",3.88,Cora Hawkes,"294,",4
1197,"The Hellion Bride (Brides, #2)","4,348",3.87,Catherine Coulter,"294,",4
1198,"Logan's Story (Sand & Clay, #0.5)",207,3.94,Sarah  Robinson,"294,",3
1199,"The Trouble with Romance (Cupid, #2)",27,4.48,Tamara Philip,"294,",3
1200,All Shook Up (Baby #4),"2,739",3.83,Susan Andersen,"293,",5
1201,Two-Way Street,"45,547",3.79,Lauren Barnholdt,"293,",4
1202,"A Knight in Cowboy Boots (McKnight, #1)",319,3.91,Suzie Quint,"293,",4
1203,"The Bluff (Calamity Montana, #2)","8,887",4.24,Willa Nash,"293,",3
1204,"No Turning Back (Kathleen Turner, #1)","11,673",4.16,Tiffany Snow,"292,",3
1205,Wicked Burn,"7,079",3.86,Beth Kery,"292,",4
1206,Leo,avg,really,Mia Sheridan,"292,",5
1207,"Entwined with You (Crossfire, #3)","199,736",4.19,Sylvia Day,"292,",4
1208,"Bloodfever (Fever, #2)","104,669",4.26,Karen Marie Moning,"292,",4
1209,Velvet Angel (Velvet Montgomery Annuals Tetralogy #4),"11,647",4.12,Jude Deveraux,"291,",5
1210,"Dark Side of the Moon (Dark-Hunter, #9; Were-Hunter, #3)","35,584",4.14,Sherrilyn Kenyon,"291,",6
1211,"Acheron (Dark-Hunter, #14)","58,165",4.56,Sherrilyn Kenyon,"291,",4
1212,Her Innocent Marine,avg,really,Arthur Archambeau,"291,",3
1213,The Seven Husbands of Evelyn Hugo,"1,936,163",4.46,Taylor Jenkins Reid,"291,",3
1214,Waking Rose (A Fairy Tale Retold #3),"1,208",4.35,Regina Doman,"289,",3
1215,"Any Duchess Will Do (Spindle Cove, #4)","24,477",4.04,Tessa Dare,"289,",4
1216,All Your Perfects,"387,961",4.15,Colleen Hoover,"289,",4
1217,"Come Back to Me (Waters of Time, #1)","2,189",4.13,Jody Hedlund,"289,",3
1218,There You'll Find Me,"12,722",4.01,Jenny B. Jones,"288,",4
1219,The Spanish Groom,"2,360",3.81,Lynne Graham,"288,",3
1220,"Blaze of Memory (Psy-Changeling, #7)","23,593",3.96,Nalini Singh,"287,",5
1221,"Bonds of Justice (Psy-Changeling, #8)","22,771",4.04,Nalini Singh,"287,",5
1222,"Tainted Bodies (Photographer Trilogy, #1)",472,3.82,Sarah  Robinson,"287,",3
1223,"Her Forbidden Rockstar (Sand & Clay, #1)",389,3.59,Sarah  Robinson,"287,",3
1224,"Debt Inheritance (Indebted, #1)","25,554",3.77,Pepper Winters,"287,",4
1225,"Clockwork Princess (The Infernal Devices, #3)","417,007",4.56,Cassandra Clare,"287,",3
1226,"Melting Iron (Cyborg Seduction, #3)","6,879",4.04,Laurann Dohner,"286,",4
1227,"Mine to Hold (Wicked Lovers, #6)","10,702",4.25,Shayla Black,"285,",4
1228,The Last Summer,"31,533",3.59,Ann Brashares,"284,",3
1229,"The Signature (Perfect Forever, #1)",119,3.98,Susan  Ward,"284,",3
1230,The Perks of Being a Wallflower,"1,631,622",4.22,Stephen Chbosky,"284,",4
1231,"Insurgent (Divergent, #2)","1,401,101",3.99,Veronica Roth,"284,",4
1232,A Whisper of Roses,"3,248",3.89,Teresa Medeiros,"283,",4
1233,"The Academy (The Academy Saga, #1)",476,4.27,C.J. Daly,"283,",3
1234,"Early Dawn (Coulter Historicals, #4)","2,573",4.10,Catherine Anderson,"282,",3
1235,"Dom Wars: Round Six (Dom Wars, #6)",748,4.22,Lucian Bane,"282,",3
1236,"Never Leave Me (The Waters of Time, #2)","1,132",4.12,Jody Hedlund,"282,",3
1237,"Torment (Fallen, #2)","227,938",3.85,Lauren Kate,"282,",4
1238,"Legend (Legend, #1)","497,528",4.16,Marie Lu,"282,",4
1239,"Vampire, Interrupted (Argeneau, #9)","19,668",4.34,Lynsay Sands,"281,",6
1240,"Dom Wars: Round Four (Dom Wars, #4)","1,014",4.32,Lucian Bane,"281,",3
1241,The Mason List,"8,814",4.20,S.D. Hendrickson,"281,",3
1242,"Isla and the Happily Ever After (Anna and the French Kiss, #3)","114,361",4.01,Stephanie Perkins,"281,",5
1243,Tapestry,979,3.74,Karen Ranney,"280,",3
1244,"Be My Hero (Forbidden Men, #3)","12,726",4.27,Linda Kage,"280,",4
1245,"A Brush with Love (A Brush with Love, #1)","14,892",3.73,Mazey Eddings,"280,",3
1246,Birdsong: A Novel of Love and War,"75,346",4.10,Sebastian Faulks,"279,",3
1247,Prince Charming,"14,300",4.08,Julie Garwood,"279,",4
1248,"Crossed (Matched, #2)","236,399",3.52,Ally Condie,"279,",3
1249,"Born in Ice (Born In Trilogy, #2)","37,037",4.16,Nora Roberts,"279,",4
1250,"Chased (Chase Brothers, #3)","7,152",4.06,Lauren Dane,"278,",4
1251,"Faking It (Dempseys, #2)","19,021",3.92,Jennifer Crusie,"278,",5
1252,"Crow (Boston Underworld, #1)","25,332",4.08,A. Zavarelli,"278,",3
1253,"A Beautiful Dark (A Beautiful Dark, #1)","17,831",3.89,Jocelyn Davies,"277,",4
1254,"Tangled Up In You (Truly Idaho, #2; Writer Friends, #3)","11,600",3.94,Rachel Gibson,"277,",3
1255,So Worthy My Love,avg,really,Kathleen E. Woodiwiss,"277,",5
1256,Deathless,"18,828",3.98,Catherynne M. Valente,"277,",3
1257,"Appealed (The Legal Briefs, #3)","16,338",4.10,Emma Chase,"276,",4
1258,Nauti Intentions (Nauti #4),"7,626",4.27,Lora Leigh,"275,",6
1259,"Unlawful Contact (I-Team, #3)","10,304",4.29,Pamela Clare,"275,",4
1260,"Turbulence (Turbulence, #1)","17,769",4.20,Whitney G.,"275,",4
1261,"A Secret Love (Cynster, #5)","9,208",4.17,Stephanie Laurens,"275,",5
1262,"The Rose & the Dagger (The Wrath and the Dawn, #2)","87,343",4.06,Renée Ahdieh,"275,",4
1263,Suddenly Sexy,"1,377",3.62,Linda Francis Lee,"274,",4
1264,Six Years,"79,039",3.84,Harlan Coben,"274,",4
1265,"Keegan's Lady (Coulter Historicals, #1)","4,343",4.10,Catherine Anderson,"274,",4
1266,"Mara, Daughter of the Nile","11,434",4.24,Eloise Jarvis McGraw,"274,",3
1267,Heart of Darkness (Includes: Lords of the Underworld #4.5),"9,831",4.18,Gena Showalter,"273,",4
1268,Marie's World: The Aftermath,18,4.22,Kristal Fleming,"273,",3
1269,Chasing the Red Queen,925,4.18,Karen Glista,"273,",3
1270,"Mr. Impossible (Carsington Brothers, #2)","7,473",3.97,Loretta Chase,"272,",5
1271,Notre-Dame de Paris | The Hunchback of Notre-Dame,"190,989",4.01,Victor Hugo,"271,",4
1272,Memories of My Melancholy Whores,"80,832",3.59,Gabriel García Márquez,"271,",3
1273,"Dead Heat (Bluegrass Series, #3)","6,788",4.38,Kathleen Brooks,"270,",3
1274,Life Of Love,48,3.52,Santonu Kumar Dhar,"270,",3
1275,"Catch of the Day (Gideon's Cove, #1)","13,385",3.92,Kristan Higgins,"270,",3
1276,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)","225,132",4.03,Jenny Han,"270,",5
1277,"Evernight (Evernight, #1)","79,300",3.65,Claudia Gray,"269,",4
1278,Hummingbird,"4,272",4.06,LaVyrle Spencer,"268,",4
1279,"Let Me Be the One (San Francisco Sullivans, #6; The Sullivans, #6)","12,593",4.26,Bella Andre,"268,",3
1280,"A Voice in the Wind (Mark of the Lion, #1)","87,643",4.56,Francine Rivers,"268,",3
1281,"Animal Magnetism (Animal Magnetism, #1)","14,471",3.98,Jill Shalvis,"267,",5
1282,The Fifty List,37,3.57,Darlene Hesley,"267,",3
1283,"Club Shadowlands (Masters of the Shadowlands, #1)","34,360",3.98,Cherise Sinclair,"267,",4
1284,"Feeling Hot (Out of Uniform, #7)","6,606",3.94,Elle Kennedy,"266,",3
1285,"Dominic (Slater Brothers, #1)","26,933",3.99,L.A. Casey,"266,",3
1286,"Escorted (Escorted, #1)","12,441",3.92,Claire Kent,"265,",3
1287,"Monster in His Eyes (Monster in His Eyes, #1)","34,216",4.09,J.M. Darhower,"265,",4
1288,"The Darkest Prison (Lords of the Underworld, #3.5)","13,012",4.10,Gena Showalter,"264,",5
1289,Red Riding Hood,"19,763",3.48,Sarah Blakley-Cartwright,"264,",4
1290,"The Wizard's Ward (Umbria, #1)","1,039",3.67,Deborah Hale,"264,",3
1291,"Poison Princess (The Arcana Chronicles, #1)","41,647",4.12,Kresley Cole,"263,",6
1292,Irresistible (Buchanans #2),"7,870",4.05,Susan Mallery,"263,",5
1293,"White Knight Dom Academy (White Knight Dom Academy, #1)",355,4.50,Lucian Bane,"263,",3
1294,"#Nerd (Hashtag, #1)",avg,really,Cambria Hebert,"263,",3
1295,"Crave (Fallen Angels, #2)","29,791",4.09,J.R. Ward,"262,",6
1296,"Tears of the Broken (Dark Secrets, #0)","2,217",4.04,Angela M. Hudson,"262,",3
1297,"Passion Unleashed (Demonica, #3)","35,608",4.28,Larissa Ione,"262,",4
1298,"After (After, #1)","285,781",3.71,Anna Todd,"262,",4
1299,"Fifty Shades Darker (Fifty Shades, #2)","854,152",3.83,E.L. James,"262,",3
1300,Blindsided,"1,816",3.53,Sayer Adams,"261,",4
1301,"Knight & Play (Knight, #1)","26,792",4.02,Kitty French,"260,",3
1302,"Windows (Italian Knights, #1)","1,314",4.03,Billy London,"259,",3
1303,"Sam's Creed (Hell's Eight, #2)","3,005",4.03,Sarah McCarty,"259,",3
1304,"When Fate Dictates (Highland Secrets, #1)",167,3.48,Elizabeth   Marshall,"258,",3
1305,The Chocolate Touch  (Amour et Chocolat #4),"2,105",3.99,Laura Florand,"258,",3
1306,Undeniably You,"9,000",4.24,Jewel E. Ann,"258,",4
1307,Death Angel,"10,151",3.81,Linda Howard,"257,",5
1308,"Knight's Mistress (All or Nothing, #1)","7,392",3.91,C.C. Gibbs,"257,",3
1309,Blackmoore,"28,091",4.17,Julianne Donaldson,"257,",3
1310,Games of Command,"2,733",3.98,Linnea Sinclair,"256,",4
1311,"A Perfect Storm (Men Who Walk the Edge of Honor, #4)","9,346",4.22,Lori Foster,"256,",3
1312,"Up to Me (The Bad Boys, #2)","33,404",4.11,Michelle Leighton,"256,",5
1313,Waiting Fate,188,3.57,W.B. Kinnette,"256,",3
1314,The Boots My Mother Gave Me,"1,342",3.97,Brooklyn James,"255,",3
1315,"The Chocolate Kiss (Amour et Chocolat, #2)","2,630",3.87,Laura Florand,"255,",3
1316,"Be with Me (Wait for You, #2)","48,071",4.12,Jennifer L. Armentrout,"255,",3
1317,"Fated (Dark Protectors, #1)","13,935",3.92,Rebecca Zanetti,"254,",3
1318,"Iced (Fever, #6)","44,524",4.09,Karen Marie Moning,"253,",3
1319,"Feral Sins (The Phoenix Pack, #1)","51,886",4.03,Suzanne Wright,"253,",3
1320,"The Heir (The Selection, #4)","315,457",3.66,Kiera Cass,"253,",3
1321,The Raging Quiet,"4,612",4.23,Sherryl Jordan,"252,",3
1322,"Taunting Krell (Cyborg Seduction, #7)","6,723",4.25,Laurann Dohner,"252,",3
1323,"The Proposition (The Proposition, #1)","50,614",4.02,Katie Ashley,"252,",5
1324,"Key of Light (Key Trilogy, #1)","59,492",4.17,Nora Roberts,"252,",5
1325,"Say No To Joe? (Visitation, North Carolina, #1)","5,899",4.13,Lori Foster,"252,",3
1326,"The Last Hellion (Scoundrels, #4)",avg,really,Loretta Chase,"251,",4
1327,"Daring to Dream (Dream Trilogy, #1)","25,673",4.04,Nora Roberts,"251,",6
1328,"The Sherbrooke Bride (Brides, #1)","6,630",3.94,Catherine Coulter,"251,",3
1329,"Shadowfever (Fever, #5)","105,865",4.39,Karen Marie Moning,"250,",4
1330,"Defiant (MacKinnon's Rangers, #3)","3,435",4.33,Pamela Clare,"249,",3
1331,"Agnes and the Hitman (The Organization, #0)","19,956",3.95,Jennifer Crusie,"249,",5
1332,"Hunted (Dark Protectors, #3)","7,715",4.24,Rebecca Zanetti,"248,",3
1333,"Smokeless Fire (Fire Spirits, #1)","7,872",3.89,Samantha Young,"248,",3
1334,Ghosted,"32,100",4.05,J.M. Darhower,"248,",4
1335,"Across the Universe (Across the Universe, #1)","116,933",3.77,Beth Revis,"247,",3
1336,"Angel (Wyoming, #3)","6,926",4.07,Johanna Lindsey,"247,",5
1337,"A Hidden Fire (Elemental Mysteries, #1)","26,242",4.03,Elizabeth   Hunter,"247,",3
1338,Someone to Watch Over Me,"9,193",3.94,Judith McNaught,"247,",3
1339,"This Duchess of Mine (Desperate Duchesses, #5)","8,112",3.88,Eloisa James,"246,",5
1340,"The Siren (The Original Sinners, #1)","26,761",4.02,Tiffany Reisz,"246,",3
1341,"Touched (Touched, #1)","7,005",3.80,Elisa S. Amore,"246,",3
1342,Alphabet Weekends,"6,412",3.59,Elizabeth Noble,"246,",3
1343,Surprise Me,"49,988",3.43,Sophie Kinsella,"246,",3
1344,"Flowers in the Attic (Dollanganger, #1)","195,317",3.84,V.C. Andrews,"245,",3
1345,"Echoes at Dawn (KGI, #5)","15,217",4.26,Maya Banks,"244,",3
1346,"Amour Amour (Aerial Ethereal, #1)","9,940",4.23,Krista Ritchie,"244,",3
1347,"Comanche Heart (Comanche, #2)","4,210",4.05,Catherine Anderson,"244,",3
1348,It's All Relative,"2,708",3.69,S.C. Stephens,"243,",3
1349,"Rough Ride (Riding With Honor, #1)","1,330",3.80,Rebecca M. Avery,"243,",4
1350,"Gentle Rogue (Malory Family, #3)","21,781",4.19,Johanna Lindsey,"243,",4
1351,"Propositioning Mr. Raine (Riding the Raines, #1)","3,145",4.02,Laurann Dohner,"242,",4
1352,The Liar,"41,023",4.03,Nora Roberts,"242,",4
1353,American Love Songs,"3,040",3.96,Ashlyn Kane,"241,",3
1354,"Making You Mine (The Moreno Brothers, #5)","9,742",4.19,Elizabeth Reyes,"241,",3
1355,"Megan's Mark (Breeds, #6; Feline Breeds, #5)","12,140",4.11,Lora Leigh,"241,",3
1356,"Fate and Fury (The Grey Wolves, #6)","10,821",4.49,Quinn Loftis,"241,",3
1357,"Anne of Avonlea (Anne of Green Gables, #2)","181,126",4.22,L.M. Montgomery,"241,",3
1358,"The Little Lady Agency (The Little Lady Agency, #1)","27,379",3.75,Hester Browne,"241,",3
1359,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)","336,528",4.04,Jenny Han,"241,",3
1360,A Place to Call Home,"2,968",4.06,Deborah Smith,"240,",4
1361,"Sold to the Highest Bidder (Second Chances, #4)",983,3.55,Donna Alward,"238,",3
1362,"Nightshade (Nightshade, #1; Nightshade World, #4)","82,704",4.01,Andrea Cremer,"238,",3
1363,"Damaged (Damaged, #1)","30,926",3.92,H.M. Ward,"238,",5
1364,"Archangel's Blade (Guild Hunter, #4)","32,351",4.25,Nalini Singh,"237,",4
1365,"At First Sight (Jeremy Marsh & Lexie Darnell, #2)","85,917",3.84,Nicholas Sparks,"237,",4
1366,"Raine on Me (Riding the Raines, #2)","2,458",3.98,Laurann Dohner,"236,",3
1367,"The Edge of Desire (Bastion Club, #7)","4,192",4.05,Stephanie Laurens,"236,",4
1368,Seize the Night (Dark-Hunter #6),"46,837",4.35,Sherrilyn Kenyon,"236,",6
1369,"Left Drowning (Left Drowning, #1)","24,939",4.11,Jessica Park,"235,",3
1370,"Golden Trail (The 'Burg, #3)","20,812",4.31,Kristen Ashley,"234,",3
1371,"Belong to Me (Wicked Lovers, #5)","13,664",4.23,Shayla Black,"232,",3
1372,Grayson,avg,really,Lisa Eugene,"232,",3
1373,One True Loves,"234,157",4.10,Taylor Jenkins Reid,"232,",3
1374,"Brightest Kind of Darkness (Brightest Kind of Darkness, #1)","7,007",3.91,P.T. Michelle,"231,",4
